Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,SaleCondition,SalePrice
1097,70,RM,60,6882,Pave,Reg,Lvl,AllPub,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,0,0,Unf,0,684,684,Normal,127000
1098,120,RL,NA,3696,Pave,Reg,Lvl,AllPub,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,0,0,Unf,0,1074,1074,Normal,170000
1099,50,RM,50,6000,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,0,672,Unf,0,0,672,Normal,128000
1100,20,RL,82,11880,Pave,IR1,Lvl,AllPub,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,206,704,Unf,0,567,1271,Abnorml,157000
1101,30,RL,60,8400,Pave,Reg,Bnk,AllPub,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,0,290,Unf,0,0,290,Normal,60000
1102,20,RL,61,9758,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,0,412,LwQ,287,251,950,Normal,119500
1103,20,RL,70,7000,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,45,588,Unf,0,422,1010,Family,135000
1104,20,RL,79,8910,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,0,655,Unf,0,0,655,Normal,159500
1105,160,RM,24,2016,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,304,0,Unf,0,630,630,Normal,106000
1106,60,RL,98,12256,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,362,1032,Unf,0,431,1463,Normal,325000
1107,20,RL,114,10357,Pave,IR1,Lvl,AllPub,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,0,738,Unf,0,172,910,Normal,179900
1108,60,RL,168,23257,Pave,IR3,HLS,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,0,0,Unf,0,868,868,Partial,274725
1109,60,RL,NA,8063,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,0,0,Unf,0,924,924,Abnorml,181000
1110,20,RL,107,11362,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,42,1039,Unf,0,797,1836,Normal,280000
1111,60,RL,NA,8000,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,0,219,Unf,0,554,773,Normal,188000
1112,60,RL,80,10480,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,660,403,Unf,0,400,803,Normal,205000
1113,20,RL,73,7100,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,0,708,Unf,0,108,816,Normal,129900
1114,20,RL,66,8923,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,0,643,Unf,0,365,1008,Normal,134500
1115,20,RL,90,5400,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,0,415,Unf,0,418,833,Normal,117000
1116,20,RL,93,12085,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,328,1004,Unf,0,730,1734,Partial,318000
1117,80,RL,NA,7750,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,0,353,Unf,0,55,408,Normal,184100
1118,20,RL,57,9764,Pave,IR1,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,0,702,Unf,0,192,894,Normal,130000
1119,80,RL,85,13825,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,0,0,Unf,0,533,533,Normal,140000
1120,20,RL,70,7560,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,0,369,Unf,0,671,1040,Normal,133700
1121,30,RM,59,8263,Pave,Reg,Bnk,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,0,0,Unf,0,1012,1012,Normal,118400
1122,20,RL,84,10084,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,196,24,Unf,0,1528,1552,Partial,212900
1123,20,RL,NA,8926,Pave,IR1,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,0,0,Unf,0,672,672,Abnorml,112000
1124,20,RL,50,9405,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,0,0,Unf,0,698,698,Normal,118000
1125,80,RL,NA,9125,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,170,0,Unf,0,384,384,Normal,163900
1126,20,RL,60,10434,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,0,0,Unf,0,1005,1005,Normal,115000
1127,120,RL,53,3684,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,130,0,Unf,0,1373,1373,Normal,174000
1128,20,RL,182,14572,Pave,IR3,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,0,1300,Unf,0,230,1530,Family,259000
1129,60,RL,59,11796,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,0,0,Unf,0,847,847,Normal,215000
1130,90,RM,60,7200,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,180,936,Unf,0,0,936,Normal,140000
1131,50,RL,65,7804,Pave,Reg,Lvl,AllPub,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,0,622,Unf,0,500,1122,Normal,135000
1132,20,RL,63,10712,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,0,212,Unf,0,762,974,Abnorml,93500
1133,70,RM,90,9900,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,0,0,Unf,0,1008,1008,Normal,117500
1134,60,RL,80,9828,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,0,584,Unf,0,544,1128,Normal,239500
1135,60,RL,57,8773,Pave,IR1,HLS,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,0,0,Unf,0,916,916,Normal,169000
1136,30,RM,60,6180,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,0,0,Unf,0,960,960,Normal,102000
1137,50,RL,80,9600,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,0,280,Unf,0,752,1032,Abnorml,119000
1138,50,RL,54,6342,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,0,0,Unf,0,780,780,Normal,94000
1139,20,RL,NA,9819,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,0,1567,Unf,0,0,1567,Normal,196000
1140,30,RL,98,8731,Pave,IR1,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,0,645,Unf,0,270,915,Normal,144000
1141,20,RL,60,7350,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,0,852,Unf,0,100,952,Abnorml,139000
1142,60,RL,NA,10304,Pave,IR1,Lvl,AllPub,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,44,381,Unf,0,399,780,Normal,197500
1143,60,RL,77,9965,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,340,1150,Unf,0,316,1466,Partial,424870
1144,20,RL,NA,9000,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,0,288,Unf,0,718,1006,Normal,80000
1145,190,RL,60,12180,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,0,348,Unf,0,324,672,Normal,80000
1146,50,RM,52,6240,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,0,0,Unf,0,1042,1042,Family,149000
1147,20,RL,NA,11200,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,85,1258,Unf,0,40,1298,Normal,180000
1148,70,RL,75,12000,Pave,Reg,Bnk,AllPub,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,0,275,Unf,0,429,704,Normal,174500
1149,50,RM,NA,5700,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,0,0,Unf,0,572,572,Normal,116900
1150,70,RM,50,9000,Pave,Reg,Lvl,AllPub,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,0,624,Unf,0,26,650,Normal,143000
1151,20,RL,57,8280,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,0,0,Unf,0,932,932,Normal,124000
1152,20,RL,134,17755,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,132,176,Unf,0,1290,1466,Normal,149900
1153,20,RL,90,14115,Pave,IR1,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,0,296,GLQ,547,230,1073,Abnorml,230000
1154,30,RM,NA,5890,Pave,Reg,Lvl,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,0,538,Unf,0,278,816,Normal,120500
1155,60,RL,NA,13700,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,288,454,Unf,0,410,864,Normal,201800
1156,20,RL,90,10768,Pave,IR1,Lvl,AllPub,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,0,1157,Unf,0,280,1437,Normal,218000
1157,80,RL,85,9350,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,0,633,Unf,0,586,1219,Normal,179900
1158,120,RL,34,5001,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,166,904,Unf,0,410,1314,Normal,230000
1159,20,RL,92,11932,Pave,Reg,Lvl,AllPub,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,186,0,Unf,0,1580,1580,Partial,235128
1160,60,RL,76,9120,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,270,442,Unf,0,459,901,Normal,185000
1161,160,RL,24,2280,Pave,Reg,Lvl,AllPub,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,0,311,Unf,0,544,855,Normal,146000
1162,20,RL,NA,14778,Pave,IR1,Low,AllPub,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,72,728,Unf,0,568,1296,Normal,224000
1163,20,RL,109,8724,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,0,492,Unf,0,402,894,Normal,129000
1164,90,RL,60,12900,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,0,1198,Unf,0,0,1198,Alloca,108959
1165,80,RL,NA,16157,Pave,IR1,Lvl,AllPub,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,0,680,Rec,391,289,1360,Normal,194000
1166,20,RL,79,9541,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,268,0,Unf,0,1502,1502,Partial,233170
1167,20,RL,64,10475,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,72,0,Unf,0,1694,1694,Normal,245350
1168,60,RL,58,10852,Pave,IR1,Lvl,AllPub,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,0,786,Unf,0,173,959,Normal,173000
1169,70,RL,120,13728,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,0,626,Unf,0,501,1127,Normal,235000
1170,60,RL,118,35760,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,1378,1387,Unf,0,543,1930,Normal,625000
1171,80,RL,76,9880,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,0,522,Unf,0,574,1096,Normal,171000
1172,20,RL,76,9120,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,0,662,Unf,0,599,1261,Normal,163000
1173,160,FV,35,4017,Pave,IR1,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,0,0,Unf,0,625,625,Normal,171900
1174,50,RL,138,18030,Pave,IR1,Bnk,AllPub,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,0,152,BLQ,469,977,1598,Normal,200500
1175,70,RL,80,16560,Pave,IR1,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,0,503,Unf,0,449,952,Normal,239000
1176,50,RL,85,10678,Pave,Reg,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,337,700,Unf,0,983,1683,Normal,285000
1177,20,RL,37,6951,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,0,658,Unf,0,218,876,Normal,119500
1178,50,RM,NA,3950,Pave,Reg,Bnk,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,0,468,Unf,0,350,818,Normal,115000
1179,50,RL,54,7681,Pave,IR1,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,0,0,Unf,0,731,731,Normal,154900
1180,20,RL,77,8335,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,0,0,NA,0,0,0,Normal,93000
1181,60,RL,NA,11170,Pave,IR2,Lvl,AllPub,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,0,1216,Unf,0,0,1216,Normal,250000
1182,120,RM,64,5587,Pave,IR1,HLS,AllPub,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,186,1480,Unf,0,120,1600,Partial,392500
1183,60,RL,160,15623,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,0,2096,Unf,0,300,2396,Abnorml,745000
1184,30,RL,60,10800,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,0,821,Unf,0,299,1120,Normal,120000
1185,20,RL,50,35133,Grvl,Reg,Lvl,AllPub,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,226,1159,Unf,0,413,1572,Normal,186700
1186,50,RL,60,9738,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,0,392,Unf,0,392,784,Normal,104900
1187,190,RL,107,10615,Pave,IR1,Bnk,AllPub,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,0,440,Unf,0,538,978,Abnorml,95000
1188,20,RL,89,12461,Pave,Reg,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,0,1456,Unf,0,168,1624,Normal,262000
1189,60,RL,68,8935,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,95,0,Unf,0,831,831,Normal,195000
1190,60,RL,60,7500,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,0,0,Unf,0,994,994,Normal,189000
1191,190,RL,NA,32463,Pave,Reg,Low,AllPub,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,149,1159,Unf,0,90,1249,Normal,168000
1192,160,FV,24,2645,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,456,0,Unf,0,776,776,Normal,174000
1193,50,RM,60,9600,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,0,0,Unf,0,702,702,Normal,125000
1194,120,RM,NA,4500,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,425,883,Unf,0,341,1224,Normal,165000
1195,60,RL,80,9364,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,143,371,Unf,0,292,663,Normal,158000
1196,60,RL,51,8029,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,0,0,Unf,0,728,728,Normal,176000
1197,60,RL,58,14054,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,0,0,Unf,0,879,879,Partial,219210
1198,75,RM,65,8850,Pave,IR1,Bnk,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,0,0,Unf,0,815,815,Normal,144000
1199,20,RL,70,9100,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,0,0,Unf,0,1212,1212,Normal,178000
1200,20,RL,75,11235,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,51,547,Unf,0,504,1051,Normal,148000
1201,20,RL,71,9353,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,0,0,Unf,0,864,864,Abnorml,116050
1202,60,RL,80,10400,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,0,0,Unf,0,866,866,Normal,197900
1203,50,RM,50,6000,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,0,0,Unf,0,884,884,Normal,117000
1204,20,RL,75,9750,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,171,0,Unf,0,1630,1630,Normal,213000
1205,20,RL,78,10140,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,0,788,Unf,0,268,1056,Normal,153500
1206,20,RL,90,14684,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,234,485,BLQ,177,1496,2158,Normal,271900
1207,20,RH,NA,8900,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,0,1056,Unf,0,0,1056,Normal,107000
1208,20,RL,70,9135,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,120,340,Unf,0,1342,1682,Normal,200000
1209,20,RL,70,7763,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,0,504,BLQ,108,319,931,Normal,140000
1210,20,RL,85,10182,Pave,IR1,Lvl,AllPub,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,420,1220,Unf,0,440,1660,Partial,290000
1211,60,RL,70,11218,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,0,0,Unf,0,1055,1055,Normal,189000
1212,50,RL,152,12134,Pave,IR1,Bnk,AllPub,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,0,427,Unf,0,132,559,Normal,164000
1213,30,RL,50,9340,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,0,344,Unf,0,328,672,Normal,113000
1214,80,RL,NA,10246,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,0,648,Unf,0,0,648,Normal,145000
1215,85,RL,69,10205,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,0,784,Unf,0,141,925,Normal,134500
1216,20,RL,99,7094,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,0,180,LwQ,374,340,894,Normal,125000
1217,90,RM,68,8930,Pave,Reg,Lvl,AllPub,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,0,0,NA,0,0,0,Normal,112000
1218,20,FV,72,8640,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,72,936,Unf,0,364,1300,Partial,229456
1219,50,RM,52,6240,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,0,0,NA,0,0,0,Normal,80500
1220,160,RM,21,1680,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,236,0,Unf,0,672,672,Abnorml,91500
1221,20,RL,66,7800,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,0,312,LwQ,600,0,912,Abnorml,115000
1222,20,RL,55,8250,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,0,250,LwQ,492,210,952,Normal,134000
1223,50,RL,78,10496,Pave,Reg,Lvl,AllPub,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,320,196,Unf,0,844,1040,Normal,143000
1224,20,RL,89,10680,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,44,756,Unf,0,1380,2136,Normal,137900
1225,60,RL,60,15384,Pave,IR1,Lvl,AllPub,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,0,724,Unf,0,64,788,Normal,184000
1226,80,RL,65,10482,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,63,507,Unf,0,81,588,Normal,145000
1227,60,RL,86,14598,Pave,IR1,Lvl,AllPub,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,74,0,Unf,0,894,894,Normal,214000
1228,20,RL,72,8872,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,300,595,Unf,0,317,912,Normal,147000
1229,120,RL,65,8769,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,766,1540,Unf,0,162,1702,Partial,367294
1230,80,RL,70,7910,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,0,666,Unf,0,409,1075,Normal,127000
1231,90,RL,NA,18890,Pave,IR1,Lvl,AllPub,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,1,498,Rec,211,652,1361,Normal,190000
1232,90,RL,70,7728,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,120,803,Unf,0,303,1106,Normal,132500
1233,90,RL,70,9842,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,0,0,NA,0,0,0,Normal,101800
1234,20,RL,NA,12160,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,180,1000,Unf,0,188,1188,Abnorml,142000
1235,70,RH,55,8525,Pave,Reg,Bnk,AllPub,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,0,0,Unf,0,940,940,Abnorml,130000
1236,70,RL,96,13132,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,0,0,Unf,0,747,747,Normal,138887
1237,160,RL,36,2628,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,106,0,Unf,0,764,764,Normal,175500
1238,60,RL,41,12393,Pave,IR2,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,0,0,Unf,0,847,847,Normal,195000
1239,20,RL,63,13072,Pave,Reg,Lvl,AllPub,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,0,0,Unf,0,1141,1141,Abnorml,142500
1240,20,RL,64,9037,Pave,IR1,HLS,AllPub,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,32,428,Unf,0,1048,1476,Normal,265900
1241,60,RL,65,8158,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,252,550,Unf,0,334,884,Normal,224900
1242,20,RL,83,9849,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,0,0,Unf,0,1689,1689,Partial,248328
1243,85,RL,85,10625,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,81,885,LwQ,168,0,1053,Family,170000
1244,20,RL,107,13891,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,NA,1386,Unf,0,690,2076,Partial,465000
1245,70,RL,NA,11435,Pave,IR1,HLS,AllPub,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,0,0,Unf,0,792,792,Normal,230000
1246,80,RL,78,12090,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,74,0,Unf,0,585,585,Abnorml,178000
1247,60,FV,65,8125,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,0,0,Unf,0,756,756,Partial,186500
1248,80,RL,NA,12328,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,335,539,Unf,0,473,1012,Normal,169900
